 , , ,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,F2,F3,F3,F3,F3,F3,F3,F4,F4,F4,F4,F4,F4
 , , ,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3
 , , ,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10
Tmax150,tau75,Iter3,0.01,0.17,0.01,0.02,0.01,0.18,0.01,0.12,0.01,0.10,0.02,0.44,0.00,0.02,0.01,0.02,0.04,0.09,0.01,0.12,0.01,0.12,0.02,0.70
Tmax150,tau75,Iter4,0.00,0.11,0.01,0.11,0.11,0.46,0.01,0.19,0.01,0.17,0.18,1.27,0.00,0.03,0.00,0.02,0.10,0.16,0.01,0.15,0.01,0.14,0.07,0.94
Tmax150,tau75,Iter5,0.01,0.09,0.01,0.19,0.02,0.19,0.01,0.11,0.01,0.16,0.02,0.58,0.01,0.02,0.01,0.03,0.02,0.16,0.01,0.12,0.01,0.20,0.01,0.48
Tmax150,tau75,Iter6,0.01,0.06,0.08,0.15,0.24,0.38,0.09,0.17,0.09,0.23,0.33,1.05,0.01,0.08,0.04,0.03,0.20,0.29,0.04,0.15,0.10,0.24,0.23,0.90
Tmax150,tau75,Iter7,0.07,0.08,0.01,0.22,0.12,1.12,0.27,0.60,0.04,0.62,0.22,3.32,0.02,0.07,0.01,0.23,0.08,0.47,0.09,0.44,0.03,0.26,0.18,1.68
Tmax150,tau75,Iter8,0.11,0.14,0.12,0.25,0.28,15.78,0.05,0.50,0.14,0.99,0.26,3.55,0.02,0.11,0.01,0.34,0.26,2.23,0.03,0.38,0.04,0.37,0.18,2.26
Tmax150,tau75,Iter9,0.09,0.11,0.01,0.08,0.28,0.21,0.04,0.38,0.02,0.40,0.24,2.20,0.08,0.03,0.01,0.09,0.15,0.21,0.04,0.24,0.02,0.24,0.18,2.36
Tmax150,tau100,Iter0,0.04,0.29,0.09,2.14,0.06,0.85,0.08,0.71,0.07,2.07,0.06,2.09,0.02,0.31,0.06,1.91,0.03,0.56,0.04,0.62,0.04,1.98,0.04,1.46
Tmax150,tau100,Iter1,0.09,0.10,0.10,0.19,0.05,0.24,0.21,0.21,0.23,0.71,0.09,1.02,0.04,0.11,0.03,0.18,0.06,0.27,0.10,0.25,0.07,0.51,0.13,1.08
Tmax150,tau100,Iter2,0.10,0.12,0.01,0.12,0.12,0.18,0.21,0.11,0.02,0.23,0.19,0.58,0.07,0.07,0.01,0.03,0.09,0.12,0.07,0.11,0.01,0.13,0.20,0.23
Tmax150,tau100,Iter3,0.01,0.28,0.01,0.14,0.14,0.58,0.01,0.35,0.01,0.38,0.09,1.59,0.01,0.16,0.01,0.10,0.05,0.61,0.01,0.24,0.01,0.64,0.03,1.73
Tmax150,tau100,Iter4,0.08,0.19,0.01,0.22,0.11,1.73,0.10,0.28,0.01,1.04,0.15,1.74,0.01,0.14,0.01,0.18,0.09,4.43,0.02,0.46,0.01,0.37,0.07,1.97
Tmax150,tau100,Iter5,0.01,0.08,0.11,0.21,0.02,0.35,0.01,0.31,0.19,0.49,0.09,0.93,0.01,0.08,0.07,0.29,0.06,0.51,0.01,0.22,0.08,0.84,0.09,1.03
Tmax150,tau100,Iter6,0.12,0.22,0.08,0.42,0.31,1.65,0.08,0.47,0.11,0.98,0.42,1.44,0.09,0.11,0.04,0.45,0.30,1.10,0.06,0.21,0.11,0.86,0.29,0.87
Tmax150,tau100,Iter7,0.06,0.28,0.09,0.47,0.30,2.37,0.10,0.71,0.13,0.96,0.26,2.92,0.11,0.37,0.01,0.46,0.16,0.78,0.09,0.74,0.08,1.13,0.17,2.71
Tmax150,tau100,Iter8,0.11,0.77,0.07,1.71,0.44,5.50,0.09,1.17,0.09,3.92,0.56,13.19,0.06,0.51,0.05,4.67,0.43,2.23,0.08,1.00,0.10,1.89,0.27,2.62
Tmax150,tau100,Iter9,0.15,0.24,0.03,0.49,0.25,5.20,0.08,0.47,0.11,1.89,0.22,3.95,0.06,0.17,0.02,0.46,0.20,1.66,0.06,0.68,0.03,1.06,0.17,3.66
Tmax150,tau125,Iter0,0.03,0.49,0.11,6.86,0.04,2.88,0.03,0.67,0.04,9.88,0.06,3.01,0.02,0.45,0.10,2.25,0.06,3.41,0.04,0.60,0.04,3.00,0.06,1.88
Tmax150,tau125,Iter1,0.10,0.29,0.14,0.63,0.22,3.02,0.07,0.53,0.13,1.27,0.10,3.65,0.10,0.31,0.10,0.61,0.17,2.40,0.05,0.49,0.11,0.92,0.12,2.19
Tmax150,tau125,Iter2,0.10,0.11,0.07,0.41,0.28,0.80,0.07,0.14,0.10,0.45,0.20,2.22,0.02,0.10,0.07,0.34,0.12,1.04,0.07,0.11,0.09,0.38,0.16,0.62
Tmax150,tau125,Iter3,0.09,0.38,0.01,0.60,0.10,4.74,0.09,0.63,0.01,0.62,0.13,2.71,0.01,0.78,0.01,0.28,0.09,2.09,0.05,0.46,0.02,1.09,0.07,2.53
Tmax150,tau125,Iter4,0.07,0.73,0.01,0.78,0.09,2.85,0.12,0.71,0.02,1.56,0.08,3.40,0.06,0.90,0.01,0.71,0.08,7.28,0.08,0.93,0.01,1.43,0.07,3.83
Tmax150,tau125,Iter5,0.01,0.20,0.12,0.46,0.13,1.94,0.01,0.53,0.07,0.81,0.24,3.31,0.01,0.18,0.05,0.37,0.06,2.57,0.01,0.35,0.03,1.18,0.23,2.42
Tmax150,tau125,Iter6,0.09,0.54,0.09,8.10,0.24,1.98,0.13,0.67,0.15,7.23,0.46,2.93,0.08,0.43,0.07,1.74,0.26,2.17,0.10,0.41,0.14,1.52,0.21,1.47
Tmax150,tau125,Iter7,0.10,0.92,0.17,2.21,0.37,13.32,0.10,0.56,0.15,1.70,0.49,75.46,0.10,0.49,0.12,1.21,0.23,13.92,0.09,0.71,0.12,1.94,0.25,40.69
Tmax150,tau125,Iter8,0.06,0.92,0.06,3.36,0.38,13.77,0.06,1.00,0.10,4.90,0.69,10.39,0.05,0.58,0.06,2.02,0.31,3.21,0.11,0.89,0.12,2.20,0.32,3.56
Tmax150,tau125,Iter9,0.08,0.97,0.09,1.49,0.35,12.59,0.10,1.33,0.18,3.82,0.43,27.07,0.06,1.02,0.04,1.65,0.49,5.14,0.07,1.54,0.11,2.51,0.41,3.99
Tmax150,tau150,Iter0,0.09,0.73,0.10,4.98,0.15,4.37,0.04,0.95,0.06,6.42,0.13,6.01,0.02,0.69,0.04,2.52,0.14,1.77,0.03,0.94,0.06,2.48,0.08,2.58
Tmax150,tau150,Iter1,0.09,0.77,0.10,0.98,0.11,3.87,0.10,0.96,0.16,1.03,0.09,9.89,0.15,0.67,0.05,0.77,0.12,3.42,0.07,0.82,0.10,0.78,0.07,1.86
Tmax150,tau150,Iter2,0.15,0.17,0.05,1.28,0.15,6.15,0.06,0.16,0.06,1.41,0.25,6.49,0.07,0.18,0.10,0.51,0.13,2.69,0.07,0.16,0.05,0.92,0.15,1.49
Tmax150,tau150,Iter3,0.09,0.85,0.01,0.66,0.09,1.82,0.07,0.99,0.01,1.60,0.13,3.15,0.04,1.59,0.01,0.48,0.10,1.93,0.03,0.95,0.01,1.60,0.09,2.01
Tmax150,tau150,Iter4,0.07,1.27,0.04,1.19,0.06,8.84,0.08,1.20,0.06,2.03,0.10,11.31,0.05,1.42,0.08,1.63,0.11,2.98,0.05,1.24,0.06,1.34,0.08,6.25
Tmax150,tau150,Iter5,0.01,0.33,0.10,0.89,0.12,5.45,0.01,0.34,0.05,0.94,0.14,3.64,0.01,0.31,0.02,1.09,0.13,1.91,0.01,0.40,0.02,1.41,0.10,1.93
Tmax150,tau150,Iter6,0.07,0.56,0.10,2.05,0.29,10.91,0.10,0.62,0.16,2.21,0.36,15.59,0.07,0.75,0.10,1.01,0.13,3.51,0.09,0.49,0.11,1.03,0.16,2.43
Tmax150,tau150,Iter7,0.11,0.46,0.17,1.83,0.39,8.11,0.09,0.89,0.15,2.69,0.45,18.48,0.07,0.59,0.18,1.26,0.28,2.90,0.08,0.56,0.16,1.55,0.34,6.09
Tmax150,tau150,Iter8,0.05,0.89,0.10,12.72,0.45,23.14,0.07,0.66,0.12,11.84,0.46,25.14,0.09,0.99,0.11,1.99,0.17,13.76,0.05,0.90,0.12,2.29,0.27,9.99
Tmax150,tau150,Iter9,0.07,1.49,0.06,3.37,0.57,10.24,0.11,0.79,0.10,13.76,0.37,26.32,0.14,1.36,0.07,3.10,0.57,2.68,0.12,1.29,0.09,2.56,0.23,2.90
Tmax300,tau50,Iter0,0.09,0.24,0.00,0.02,0.05,0.56,0.08,0.30,0.01,0.07,0.03,0.75,0.01,0.26,0.00,0.02,0.02,0.78,0.06,0.26,0.01,0.07,0.02,0.45
Tmax300,tau50,Iter1,0.01,0.01,0.01,0.15,0.10,0.10,0.01,0.03,0.01,0.08,0.02,0.08,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.03,0.01,0.08,0.01,0.03
Tmax300,tau50,Iter2,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03
Tmax300,tau50,Iter3,0.00,0.01,0.00,0.01,0.01,0.06,0.01,0.08,0.01,0.05,0.01,0.09,0.00,0.01,0.00,0.01,0.01,0.11,0.01,0.07,0.01,0.04,0.01,0.10
Tmax300,tau50,Iter4,0.00,0.09,0.00,0.01,0.01,0.11,0.01,0.06,0.01,0.13,0.01,0.10,0.00,0.01,0.00,0.01,0.01,0.05,0.01,0.06,0.01,0.04,0.01,0.08
Tmax300,tau50,Iter5,0.00,0.01,0.00,0.01,0.01,0.07,0.01,0.12,0.01,0.03,0.01,0.23,0.00,0.01,0.00,0.01,0.03,0.07,0.01,0.03,0.01,0.03,0.01,0.20
Tmax300,tau50,Iter6,0.01,0.01,0.01,0.02,0.10,0.11,0.01,0.07,0.01,0.13,0.09,0.14,0.00,0.01,0.01,0.01,0.02,0.06,0.01,0.04,0.01,0.04,0.03,0.11
Tmax300,tau50,Iter7,0.07,0.10,0.00,0.02,0.05,0.12,0.09,0.11,0.01,0.05,0.04,0.36,0.04,0.07,0.00,0.02,0.06,0.09,0.03,0.11,0.01,0.05,0.07,0.24
Tmax300,tau50,Iter8,0.01,0.13,0.00,0.02,0.14,0.22,0.01,0.11,0.01,0.06,0.06,0.42,0.01,0.06,0.00,0.01,0.05,0.17,0.01,0.12,0.01,0.06,0.04,0.29
Tmax300,tau50,Iter9,0.01,0.01,0.00,0.02,0.12,0.13,0.04,0.08,0.01,0.04,0.16,0.19,0.01,0.01,0.00,0.01,0.11,0.11,0.05,0.04,0.01,0.04,0.10,0.11
Tmax300,tau75,Iter0,0.07,0.30,0.01,0.64,0.05,0.63,0.04,0.86,0.01,0.42,0.03,1.26,0.05,0.39,0.01,0.37,0.05,0.66,0.04,0.40,0.01,0.34,0.08,0.97
Tmax300,tau75,Iter1,0.09,0.13,0.09,0.13,0.08,0.08,0.13,0.16,0.04,0.35,0.10,0.52,0.02,0.03,0.02,0.11,0.06,0.10,0.09,0.09,0.04,0.16,0.14,0.35
Tmax300,tau75,Iter2,0.01,0.01,0.01,0.02,0.13,0.19,0.02,0.04,0.03,0.08,0.10,0.21,0.01,0.01,0.01,0.01,0.03,0.07,0.01,0.03,0.01,0.06,0.09,0.21
Tmax300,tau75,Iter3,0.00,0.17,0.01,0.02,0.01,0.18,0.01,0.16,0.01,0.11,0.02,0.27,0.00,0.02,0.01,0.02,0.01,0.09,0.01,0.09,0.01,0.11,0.02,0.56
Tmax300,tau75,Iter4,0.00,0.09,0.01,0.07,0.08,0.27,0.01,0.21,0.01,0.29,0.15,1.28,0.00,0.06,0.00,0.02,0.09,0.09,0.01,0.15,0.01,0.26,0.15,0.89
Tmax300,tau75,Iter5,0.01,0.08,0.01,0.11,0.02,0.19,0.01,0.20,0.06,0.26,0.03,0.98,0.01,0.04,0.01,0.02,0.02,0.22,0.01,0.13,0.04,0.22,0.03,0.71
Tmax300,tau75,Iter6,0.01,0.06,0.09,0.16,0.19,0.47,0.08,0.29,0.18,0.24,0.26,1.78,0.01,0.10,0.04,0.06,0.17,0.30,0.07,0.35,0.14,0.33,0.20,1.67
Tmax300,tau75,Iter7,0.05,0.07,0.01,0.23,0.10,0.66,0.19,0.54,0.07,0.70,0.19,1.42,0.06,0.08,0.01,0.19,0.06,0.37,0.08,0.67,0.05,0.25,0.17,2.18
Tmax300,tau75,Iter8,0.10,0.11,0.09,0.16,0.13,0.77,0.05,0.60,0.15,0.50,0.16,1.01,0.02,0.16,0.01,0.25,0.10,0.85,0.04,0.58,0.07,0.49,0.16,1.73
Tmax300,tau75,Iter9,0.10,0.12,0.01,0.12,0.17,0.21,0.04,0.34,0.02,0.56,0.28,2.68,0.07,0.04,0.01,0.07,0.15,0.17,0.04,0.31,0.02,0.27,0.31,1.79
Tmax300,tau100,Iter0,0.04,0.23,0.25,17.31,0.06,0.84,0.18,1.54,0.37,3.76,0.21,3.26,0.05,0.30,0.07,1.53,0.03,0.60,0.07,1.92,0.20,5.21,0.10,3.30
Tmax300,tau100,Iter1,0.10,0.08,0.13,0.19,0.06,0.26,0.11,0.39,0.25,0.99,0.10,2.02,0.05,0.10,0.04,0.10,0.04,0.29,0.09,0.15,0.12,2.04,0.08,1.49
Tmax300,tau100,Iter2,0.11,0.16,0.07,0.20,0.09,0.32,0.05,0.30,0.20,0.74,0.16,2.20,0.06,0.11,0.04,0.11,0.09,0.15,0.04,0.31,0.07,0.64,0.12,1.40
Tmax300,tau100,Iter3,0.01,0.24,0.01,0.22,0.04,0.78,0.04,0.57,0.12,1.47,0.15,2.21,0.01,0.19,0.01,0.28,0.06,1.24,0.04,0.36,0.08,0.46,0.06,2.27
Tmax300,tau100,Iter4,0.05,0.17,0.01,0.40,0.06,0.77,0.10,0.57,0.02,1.36,0.09,3.76,0.01,0.26,0.01,0.26,0.05,3.58,0.03,0.67,0.02,1.11,0.06,2.70
Tmax300,tau100,Iter5,0.01,0.12,0.11,0.40,0.14,1.56,0.04,0.42,0.06,1.13,0.21,3.21,0.01,0.12,0.11,0.42,0.03,0.36,0.01,0.32,0.07,1.65,0.14,3.67
Tmax300,tau100,Iter6,0.13,0.26,0.15,1.35,0.26,1.39,0.07,0.49,0.38,2.05,0.19,3.55,0.08,0.23,0.07,0.57,0.20,1.49,0.05,0.45,0.16,2.23,0.18,1.99
Tmax300,tau100,Iter7,0.17,0.32,0.15,0.53,0.29,1.30,0.10,0.95,0.18,2.75,0.30,11.27,0.07,0.33,0.06,0.47,0.16,1.06,0.10,1.23,0.30,2.20,0.27,7.94
Tmax300,tau100,Iter8,0.11,0.68,0.12,23.54,0.19,6.54,0.12,1.61,0.28,13.19,0.26,6.69,0.07,0.69,0.07,8.72,0.09,1.59,0.07,1.10,0.19,5.44,0.17,3.92
Tmax300,tau100,Iter9,0.11,0.21,0.10,3.84,0.23,1.47,0.13,0.61,0.25,2.85,0.48,4.77,0.06,0.11,0.07,0.58,0.23,1.79,0.08,0.63,0.18,4.54,0.40,3.12
Tmax300,tau125,Iter0,0.10,0.61,0.14,2.58,0.16,2.43,0.08,3.08,0.59,5.47,0.33,14.07,0.05,0.52,0.09,8.04,0.08,1.71,0.12,2.72,0.16,5.73,0.18,5.04
Tmax300,tau125,Iter1,0.11,0.28,0.20,5.07,0.34,76.90,0.09,0.44,0.17,3.68,0.44,83.42,0.12,0.33,0.17,1.69,0.24,46.15,0.11,0.54,0.17,3.70,0.27,61.59
Tmax300,tau125,Iter2,0.10,0.15,0.21,1.17,0.96,10.22,0.20,0.71,0.25,7.70,0.67,12.09,0.08,0.14,0.15,0.60,0.28,10.44,0.08,0.45,0.33,8.91,0.48,13.11
Tmax300,tau125,Iter3,0.09,0.58,0.02,1.02,0.36,21.94,0.10,0.81,0.09,1.60,0.45,58.44,0.01,0.54,0.04,0.74,0.21,26.68,0.08,0.73,0.05,1.40,0.30,21.33
Tmax300,tau125,Iter4,0.06,0.58,0.02,1.07,0.23,40.15,0.12,3.16,0.06,3.43,0.26,43.76,0.05,2.98,0.01,1.23,0.23,12.98,0.06,1.43,0.14,4.62,0.19,49.64
Tmax300,tau125,Iter5,0.01,0.35,0.23,2.02,0.47,64.64,0.07,0.62,0.31,7.71,0.35,72.99,0.01,0.36,0.13,0.86,0.15,22.53,0.07,0.82,0.19,2.89,0.27,26.51
Tmax300,tau125,Iter6,0.10,0.84,0.24,10.24,0.27,157.51,0.13,1.75,0.33,10.61,0.44,33.08,0.08,0.47,0.34,10.04,0.32,38.32,0.08,1.21,0.27,4.97,0.40,16.93
Tmax300,tau125,Iter7,0.19,1.28,0.26,15.77,0.35,336.31,0.13,2.65,0.35,21.44,0.30,872.00,0.14,1.17,0.27,26.07,0.30,178.25,0.19,1.59,0.20,31.90,0.21,225.08
Tmax300,tau125,Iter8,0.05,0.96,0.22,119.55,0.25,122.94,0.07,1.38,0.38,28.53,0.39,201.86,0.04,0.71,0.15,43.54,0.21,4.26,0.09,2.32,0.26,39.11,0.73,6.60
Tmax300,tau125,Iter9,0.06,5.52,0.15,33.20,0.22,7.26,0.10,4.73,0.28,59.74,0.25,4.98,0.11,2.05,0.13,8.90,0.15,3.25,0.19,5.45,0.22,21.10,0.35,4.11
Tmax300,tau150,Iter0,0.08,0.99,0.14,36.06,0.40,909.23,0.08,2.96,0.30,29.89,0.68,262.32,0.04,4.35,0.21,3.95,0.29,56.06,0.12,3.23,0.19,15.03,0.59,30.21
Tmax300,tau150,Iter1,0.14,5.67,0.21,8.55,0.68,68.91,0.13,10.62,0.29,18.40,0.79,697.72,0.13,3.76,0.23,11.10,0.42,60.36,0.10,2.73,0.20,12.86,0.41,79.70
Tmax300,tau150,Iter2,0.13,0.31,0.25,13.91,0.52,176.71,0.14,0.94,0.51,141.43,0.54,186.54,0.09,0.42,0.23,8.33,0.18,72.22,0.07,1.44,0.33,15.70,0.37,154.51
Tmax300,tau150,Iter3,0.09,2.01,0.16,2.43,0.30,295.18,0.18,1.10,0.33,5.71,0.70,71.86,0.06,0.93,0.22,3.96,0.27,40.46,0.15,1.37,0.16,21.63,0.43,184.36
Tmax300,tau150,Iter4,0.10,2.39,0.11,5.94,0.41,1688.75,0.12,6.00,0.20,15.21,0.58,2295.29,0.04,7.38,0.06,7.37,0.25,379.71,0.16,7.76,0.10,8.61,0.33,542.75
Tmax300,tau150,Iter5,0.10,1.85,0.21,6.64,0.71,1037.32,0.08,1.17,0.31,15.12,0.84,1108.66,0.01,1.09,0.12,9.67,0.62,37.44,0.07,2.29,0.25,11.23,0.60,147.29
Tmax300,tau150,Iter6,0.07,1.32,0.26,14.95,0.42,116.92,0.18,2.61,0.45,11.32,0.71,550.18,0.09,1.55,0.32,27.15,0.64,39.37,0.19,1.93,0.40,10.33,0.37,117.07
Tmax300,tau150,Iter7,0.21,2.18,0.25,25.87,0.44,63.56,0.15,3.75,0.42,41.45,0.44,122.22,0.26,5.21,0.25,24.32,0.23,36.50,0.16,3.58,0.18,18.24,0.23,53.27
Tmax300,tau150,Iter8,0.08,2.39,0.17,20.96,0.35,704.80,0.15,1.95,0.27,42.45,0.50,723.01,0.05,1.59,0.16,22.08,0.44,81.41,0.14,2.56,0.27,36.47,0.49,427.74
Tmax300,tau150,Iter9,0.08,7.31,0.14,14.47,0.23,1230.66,0.13,1.70,0.39,32.02,0.23,1542.69,0.12,7.36,0.15,49.89,0.23,77.28,0.11,2.15,0.26,63.53,0.17,231.84
Tmax450,tau50,Iter0,0.09,0.28,0.00,0.02,0.11,0.62,0.08,0.34,0.01,0.07,0.12,0.70,0.04,0.28,0.00,0.02,0.02,0.62,0.05,0.25,0.01,0.06,0.07,0.54
Tmax450,tau50,Iter1,0.01,0.01,0.01,0.13,0.12,0.11,0.01,0.03,0.01,0.09,0.05,0.05,0.01,0.01,0.07,0.02,0.06,0.05,0.01,0.03,0.01,0.05,0.02,0.04
Tmax450,tau50,Iter2,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03
Tmax450,tau50,Iter3,0.00,0.01,0.00,0.01,0.01,0.08,0.01,0.06,0.01,0.05,0.01,0.14,0.00,0.01,0.00,0.01,0.01,0.06,0.01,0.09,0.01,0.04,0.01,0.09
Tmax450,tau50,Iter4,0.00,0.06,0.00,0.01,0.01,0.13,0.01,0.06,0.01,0.18,0.01,0.11,0.00,0.01,0.00,0.01,0.01,0.07,0.01,0.06,0.00,0.04,0.01,0.10
Tmax450,tau50,Iter5,0.00,0.01,0.00,0.01,0.01,0.14,0.01,0.09,0.01,0.03,0.02,0.25,0.00,0.01,0.00,0.01,0.04,0.10,0.01,0.03,0.01,0.03,0.02,0.20
Tmax450,tau50,Iter6,0.01,0.01,0.01,0.02,0.10,0.10,0.01,0.07,0.02,0.14,0.06,0.18,0.00,0.01,0.01,0.01,0.07,0.05,0.01,0.04,0.01,0.04,0.09,0.20
Tmax450,tau50,Iter7,0.07,0.07,0.01,0.02,0.07,0.09,0.06,0.10,0.01,0.05,0.06,0.31,0.06,0.07,0.00,0.02,0.05,0.10,0.03,0.10,0.01,0.05,0.07,0.18
Tmax450,tau50,Iter8,0.01,0.12,0.00,0.01,0.15,0.25,0.01,0.11,0.01,0.06,0.11,0.33,0.01,0.06,0.00,0.01,0.07,0.23,0.01,0.10,0.01,0.06,0.08,0.26
Tmax450,tau50,Iter9,0.01,0.01,0.00,0.02,0.10,0.10,0.06,0.08,0.01,0.04,0.18,0.21,0.01,0.01,0.00,0.01,0.20,0.19,0.06,0.06,0.01,0.04,0.12,0.13
Tmax450,tau75,Iter0,0.07,0.23,0.01,0.53,0.07,0.48,0.08,0.74,0.01,0.61,0.06,0.74,0.04,0.35,0.01,0.45,0.15,0.70,0.02,0.34,0.01,0.58,0.07,0.71
Tmax450,tau75,Iter1,0.05,0.09,0.07,0.11,0.08,0.07,0.05,0.09,0.08,0.52,0.10,0.54,0.02,0.04,0.02,0.07,0.05,0.08,0.06,0.09,0.06,0.33,0.06,0.40
Tmax450,tau75,Iter2,0.01,0.01,0.01,0.02,0.18,0.12,0.02,0.04,0.11,0.10,0.18,0.21,0.00,0.01,0.01,0.01,0.07,0.04,0.01,0.03,0.02,0.06,0.07,0.16
Tmax450,tau75,Iter3,0.00,0.09,0.01,0.02,0.02,0.19,0.01,0.16,0.01,0.14,0.02,0.38,0.00,0.04,0.01,0.02,0.06,0.13,0.01,0.13,0.01,0.11,0.02,0.56
Tmax450,tau75,Iter4,0.00,0.09,0.01,0.06,0.07,0.15,0.01,0.21,0.01,0.33,0.14,0.92,0.00,0.05,0.00,0.05,0.06,0.09,0.01,0.13,0.01,0.25,0.24,1.31
Tmax450,tau75,Iter5,0.01,0.10,0.01,0.10,0.02,0.20,0.01,0.20,0.03,0.51,0.04,1.23,0.01,0.06,0.01,0.03,0.05,0.20,0.01,0.11,0.03,0.37,0.03,1.35
Tmax450,tau75,Iter6,0.01,0.08,0.05,0.13,0.21,0.36,0.09,0.33,0.17,0.28,0.31,1.76,0.01,0.07,0.05,0.06,0.27,0.35,0.04,0.15,0.13,0.52,0.20,0.92
Tmax450,tau75,Iter7,0.08,0.08,0.01,0.20,0.14,0.69,0.09,0.39,0.10,0.88,0.22,1.25,0.02,0.09,0.01,0.22,0.14,0.48,0.18,0.44,0.08,0.19,0.27,1.85
Tmax450,tau75,Iter8,0.10,0.13,0.10,0.26,0.22,0.81,0.08,0.54,0.06,0.97,0.22,0.92,0.02,0.14,0.01,0.19,0.16,1.19,0.04,0.69,0.09,0.39,0.18,0.96
Tmax450,tau75,Iter9,0.04,0.10,0.01,0.09,0.30,0.20,0.09,0.29,0.03,0.34,0.30,2.23,0.02,0.05,0.01,0.05,0.24,0.25,0.04,0.26,0.02,0.69,0.26,1.91
Tmax450,tau100,Iter0,0.09,0.25,0.17,12.05,0.03,0.75,0.18,1.30,0.20,12.19,0.28,3.82,0.02,0.28,0.05,2.02,0.04,0.70,0.08,2.24,0.18,10.41,0.10,3.53
Tmax450,tau100,Iter1,0.08,0.14,0.13,0.16,0.07,0.22,0.15,0.29,0.19,0.84,0.08,1.26,0.05,0.11,0.05,0.17,0.06,0.34,0.09,0.28,0.10,0.68,0.08,0.92
Tmax450,tau100,Iter2,0.06,0.13,0.08,0.17,0.13,0.32,0.06,0.26,0.09,0.58,0.18,1.82,0.15,0.07,0.02,0.09,0.11,0.19,0.05,0.22,0.08,0.62,0.10,1.72
Tmax450,tau100,Iter3,0.01,0.31,0.01,0.15,0.08,0.69,0.07,0.29,0.10,0.67,0.14,2.15,0.01,0.16,0.02,0.18,0.03,0.70,0.06,0.35,0.10,0.90,0.08,1.69
Tmax450,tau100,Iter4,0.08,0.20,0.01,0.34,0.10,1.16,0.13,0.70,0.02,1.57,0.12,2.99,0.01,0.24,0.00,0.38,0.05,5.35,0.06,0.60,0.02,0.61,0.07,2.54
Tmax450,tau100,Iter5,0.01,0.15,0.11,0.44,0.11,0.73,0.04,0.39,0.07,1.18,0.12,2.67,0.01,0.08,0.02,0.35,0.05,0.38,0.01,0.56,0.03,0.87,0.13,2.66
Tmax450,tau100,Iter6,0.29,0.21,0.10,0.55,0.22,1.24,0.05,0.55,0.15,2.18,0.19,2.96,0.07,0.24,0.06,0.40,0.22,1.30,0.04,0.54,0.08,2.27,0.20,2.42
Tmax450,tau100,Iter7,0.06,0.30,0.16,0.46,0.23,0.98,0.16,0.84,0.17,2.84,0.41,6.26,0.08,0.31,0.04,0.47,0.21,1.40,0.09,1.55,0.30,2.90,0.21,6.10
Tmax450,tau100,Iter8,0.12,0.67,0.14,9.29,0.17,0.79,0.06,1.57,0.23,9.85,0.47,4.53,0.04,0.94,0.06,2.31,0.17,0.93,0.10,1.14,0.11,3.78,0.18,2.99
Tmax450,tau100,Iter9,0.11,0.18,0.08,2.76,0.21,1.76,0.08,0.50,0.12,4.12,0.57,4.73,0.07,0.12,0.08,0.55,0.21,1.74,0.09,0.70,0.12,2.87,0.21,5.68
Tmax450,tau125,Iter0,0.16,0.61,0.10,3.22,0.20,1.50,0.06,2.52,0.32,6.65,0.39,6.76,0.05,0.89,0.08,1.46,0.09,1.24,0.08,2.09,0.16,4.29,0.30,6.15
Tmax450,tau125,Iter1,0.18,0.29,0.15,4.46,0.27,41.79,0.09,0.57,0.12,3.26,0.37,38.12,0.18,0.32,0.20,4.85,0.33,28.40,0.08,0.52,0.26,2.89,0.29,15.09
Tmax450,tau125,Iter2,0.11,0.17,0.11,1.19,1.23,3.90,0.10,0.33,0.16,3.93,0.47,5.16,0.03,0.15,0.10,0.68,0.33,8.98,0.10,0.55,0.13,10.85,0.31,10.32
Tmax450,tau125,Iter3,0.14,0.59,0.01,1.40,0.24,8.24,0.06,0.79,0.05,1.44,0.33,33.81,0.04,0.49,0.04,0.89,0.34,13.77,0.08,0.53,0.06,1.73,0.20,36.62
Tmax450,tau125,Iter4,0.05,0.65,0.08,1.06,0.23,15.13,0.18,3.00,0.07,4.27,0.20,35.57,0.05,1.47,0.02,7.38,0.29,19.53,0.03,1.54,0.08,3.56,0.25,29.37
Tmax450,tau125,Iter5,0.01,0.45,0.14,0.69,0.26,15.93,0.09,0.69,0.26,4.07,0.41,21.09,0.01,0.44,0.06,0.80,0.13,11.90,0.04,0.84,0.10,2.11,0.16,6.94
