 , , ,F1D1T5,F1D1T10,F1D2T5,F1D2T10,F1D3T5,F1D3T10,F2D1T5,F2D1T10,F2D2T5,F2D2T10,F2D3T5,F2D3T10,F3D1T5,F3D1T10,F3D2T5,F3D2T10,F3D3T5,F3D3T10,F4D1T5,F4D1T10,F4D2T5,F4D2T10,F4D3T5,F4D3T10
Tmax150,\tau50,Min,0.010413885116577148,0.4157428741455078,0.014421939849853516,1.3714170455932617,0.08308720588684082,2.1145179271698,0.011372089385986328,0.8541440963745117,0.014869928359985352,1.6517598628997803,0.12592506408691406,12.157802104949951,0.008546829223632812,0.38852500915527344,0.015402078628540039,0.8969631195068359,0.07414817810058594,1.190368890762329,0.009064197540283203,0.35277700424194336,0.012189149856567383,0.6093580722808838,0.09498715400695801,1.5957589149475098
Tmax150,\tau50,Avg,0.10,1.65,0.18,2.83,0.55,4.17,0.11,1.82,0.24,3.36,0.67,5.34,0.10,1.38,0.13,1.83,0.43,3.90,0.12,1.34,0.15,1.49,0.41,2.97
Tmax150,\tau50,StdDev,0.09,0.98,0.14,1.08,0.32,1.67,0.09,0.73,0.17,1.41,0.56,2.50,0.09,0.76,0.11,0.69,0.32,4.62,0.11,0.70,0.11,0.58,0.31,1.63
Tmax150,\tau50,Max,0.29901599884033203,3.335041046142578,0.4759230613708496,4.651709079742432,0.9926319122314453,8.099176168441772,0.3293328285217285,2.9878439903259277,0.5964009761810303,6.259753942489624,2.007802963256836,6.1632421016693115,0.27863001823425293,3.016028881072998,0.36611080169677734,2.9262568950653076,0.9578649997711182,4.233877897262573,0.3802609443664551,2.845162868499756,0.3738219738006592,2.530726909637451,0.9789409637451172,7.399251937866211
Tmax150,\tau75,Min,0.010370969772338867,0.3783390522003174,0.014445066452026367,1.1356470584869385,0.16614198684692383,12.867691993713379,0.01151895523071289,0.6478350162506104,0.01491689682006836,1.7233481407165527,0.19411802291870117,20.01178002357483,0.008424997329711914,0.49582791328430176,0.015207052230834961,0.9095151424407959,0.05144214630126953,1.9518649578094482,0.009116172790527344,0.5126910209655762,0.01205587387084961,0.7096269130706787,0.058923959732055664,2.115640163421631
Tmax150,\tau75,Avg,0.07,1.32,0.24,2.63,0.41,5.05,0.12,1.79,0.25,3.21,0.68,7.16,0.10,1.31,0.14,1.72,0.52,3.46,0.12,1.54,0.17,1.40,0.40,3.34
Tmax150,\tau75,StdDev,0.05,0.58,0.23,1.21,0.18,3.08,0.10,0.71,0.21,1.17,0.51,4.65,0.09,0.67,0.12,0.70,0.49,1.50,0.10,0.68,0.11,0.52,0.28,1.26
Tmax150,\tau75,Max,0.1523129940032959,2.1168460845947266,0.7500221729278564,4.625108957290649,0.7271499633789062,8.114444017410278,0.3604440689086914,3.274600028991699,0.5871567726135254,5.334317922592163,1.9246618747711182,9.867700099945068,0.32091307640075684,2.8703970909118652,0.40271592140197754,3.2535369396209717,1.7312448024749756,6.10057806968689,0.35111308097839355,2.4669101238250732,0.3022911548614502,2.135791063308716,0.9086301326751709,5.9384989738464355
Tmax150,\tau100,Min,0.01046895980834961,0.7465229034423828,0.014411211013793945,0.6442208290100098,0.09233808517456055,2.955392837524414,0.01151585578918457,0.7153549194335938,0.015092849731445312,1.7787129878997803,0.1524820327758789,11.71243405342102,0.008481979370117188,0.4942498207092285,0.015159130096435547,0.8996808528900146,0.11037015914916992,2.21087384223938,0.009328126907348633,0.36707401275634766,0.01207280158996582,0.618121862411499,0.12203598022460938,2.107182025909424
Tmax150,\tau100,Avg,0.15,1.81,0.18,2.74,0.51,5.17,0.12,2.25,0.24,3.35,0.47,7.20,0.10,1.39,0.15,1.85,0.42,4.12,0.12,1.44,0.15,1.61,0.34,3.83
Tmax150,\tau100,StdDev,0.16,1.06,0.14,1.69,0.33,2.03,0.11,1.12,0.19,1.59,0.21,4.43,0.10,0.74,0.12,0.86,0.31,2.10,0.11,0.80,0.10,0.66,0.18,1.42
Tmax150,\tau100,Max,0.5117239952087402,3.8205418586730957,0.45153307914733887,6.324897050857544,1.0088729858398438,9.606875896453857,0.3185751438140869,4.814826965332031,0.5693070888519287,6.951643943786621,0.8848738670349121,7.128037929534912,0.3439140319824219,2.6710610389709473,0.39746999740600586,3.7654640674591064,1.0893850326538086,9.596053123474121,0.38361597061157227,2.8416810035705566,0.33397912979125977,2.7293899059295654,0.590479850769043,6.223453998565674
Tmax150,\tau125,Min,0.010383129119873047,0.7587499618530273,0.014436006546020508,1.3799679279327393,0.17107009887695312,10.708101034164429,0.011323928833007812,0.7066559791564941,0.014951944351196289,1.3559958934783936,0.13421893119812012,10.464447975158691,0.008298873901367188,0.4968421459197998,0.015404939651489258,0.7456090450286865,0.06699585914611816,1.5994830131530762,0.009243965148925781,0.489825963973999,0.012275934219360352,0.7796452045440674,0.06411314010620117,1.2912321090698242
Tmax150,\tau125,Avg,0.11,1.94,0.21,3.29,0.41,7.42,0.12,2.13,0.20,3.52,0.43,8.02,0.09,1.60,0.14,2.03,0.44,4.83,0.12,1.38,0.13,1.86,0.41,4.83
Tmax150,\tau125,StdDev,0.11,0.68,0.19,1.62,0.25,6.87,0.13,1.11,0.15,1.43,0.23,5.23,0.07,1.04,0.11,1.09,0.30,3.95,0.11,0.61,0.08,0.72,0.29,4.84
Tmax150,\tau125,Max,0.32933592796325684,3.279496192932129,0.6747851371765137,5.7415080070495605,0.8182408809661865,6.471917152404785,0.4851369857788086,4.675848960876465,0.48343491554260254,5.62873101234436,0.8523039817810059,8.906517028808594,0.18328404426574707,3.9225962162017822,0.36915087699890137,4.642273902893066,0.922327995300293,6.832051038742065,0.33853888511657715,2.4012410640716553,0.26010894775390625,3.14412784576416,0.8695149421691895,3.620534896850586
Tmax150,\tau150,Min,0.010435819625854492,0.6168811321258545,0.014496088027954102,1.3603219985961914,0.1397089958190918,17.99903106689453,0.011237859725952148,0.993535041809082,0.015106916427612305,1.3345270156860352,0.13397693634033203,10.388521194458008,0.008599996566772461,0.3739180564880371,0.01524496078491211,1.0190770626068115,0.07148313522338867,1.3537061214447021,0.009092092514038086,0.30100393295288086,0.012012004852294922,0.7079570293426514,0.07921504974365234,1.6940181255340576
Tmax150,\tau150,Avg,0.09,1.69,0.16,3.53,0.49,6.47,0.14,1.71,0.21,3.35,0.51,10.61,0.13,1.30,0.15,2.00,0.32,4.92,0.17,1.31,0.16,1.56,0.30,5.07
Tmax150,\tau150,StdDev,0.07,0.66,0.11,2.40,0.36,4.27,0.12,0.49,0.17,1.69,0.36,9.65,0.16,0.80,0.11,0.87,0.26,4.35,0.17,0.61,0.12,0.50,0.19,4.83
Tmax150,\tau150,Max,0.19747185707092285,3.1141579151153564,0.30443906784057617,4.258296966552734,1.2012650966644287,8.593724012374878,0.4256761074066162,2.244717836380005,0.6118159294128418,6.809682846069336,1.1822280883789062,8.837126970291138,0.5629351139068604,3.190648078918457,0.31331515312194824,4.073501110076904,0.8845350742340088,9.61198115348816,0.48147082328796387,2.4911389350891113,0.3675990104675293,2.1547141075134277,0.7377691268920898,6.902184009552002
Tmax300,\tau50,Min,0.03818678855895996,1.9449808597564697,0.0453798770904541,105.40296983718872,0.07809591293334961,2.1714019775390625,0.054798126220703125,1.457589864730835,0.10724711418151855,128.8301329612732,0.11102414131164551,103.94713282585144,0.05679607391357422,1.492779016494751,0.13402915000915527,28.37106490135193,0.09336304664611816,1.2048029899597168,0.06443309783935547,1.189337968826294,0.09885907173156738,10.762343883514404,0.09429311752319336,1.9685430526733398
Tmax300,\tau50,Avg,0.27,3.68,0.54,56.12,0.55,13.86,0.21,3.42,0.62,67.05,0.70,26.44,0.19,4.41,0.46,24.92,0.59,9.59,0.20,2.67,0.42,22.04,0.48,6.57
Tmax300,\tau50,StdDev,0.26,1.30,0.31,69.55,0.41,13.78,0.18,1.26,0.39,66.94,0.54,31.33,0.09,1.54,0.25,20.98,0.30,8.36,0.08,1.35,0.26,34.18,0.19,4.13
Tmax300,\tau50,Max,0.8199710845947266,5.421552896499634,1.005275011062622,9.657941102981567,1.448228120803833,7.912827014923096,0.7024390697479248,4.99442982673645,1.3936500549316406,7.300879955291748,1.9168670177459717,9.590550184249878,0.33976006507873535,7.051359176635742,0.8574869632720947,8.727400064468384,1.2027831077575684,9.329673051834106,0.28130102157592773,5.631894826889038,0.9221971035003662,7.7924511432647705,0.7290740013122559,8.322783946990967
Tmax300,\tau75,Min,0.0433499813079834,1.10111403465271,0.043044090270996094,10.926597833633423,0.14359402656555176,15.102606058120728,0.05002713203430176,1.7367420196533203,0.07222795486450195,112.98663902282715,0.16187095642089844,13.224298000335693,0.07246899604797363,1.7441518306732178,0.15689897537231445,11.047586917877197,0.11387300491333008,10.043823957443237,0.07397103309631348,1.267615795135498,0.13499212265014648,2.374727964401245,0.16692709922790527,10.622915983200073
Tmax300,\tau75,Avg,0.20,3.52,0.54,55.50,0.67,15.85,0.20,3.48,0.58,52.34,0.74,28.56,0.20,4.86,0.44,20.52,0.64,12.69,0.17,2.88,0.47,17.82,0.45,15.14
Tmax300,\tau75,StdDev,0.17,1.48,0.35,54.61,0.44,14.41,0.13,1.31,0.40,50.61,0.50,32.87,0.08,1.85,0.21,19.34,0.36,10.97,0.06,1.34,0.26,24.00,0.21,26.31
Tmax300,\tau75,Max,0.4960670471191406,5.552207946777344,1.1050550937652588,71.88673114776611,1.4884757995605469,8.257535934448242,0.5283870697021484,5.21101188659668,1.5182969570159912,76.74676704406738,1.467228889465332,9.129443883895874,0.3413970470428467,7.193665981292725,0.9076790809631348,9.3038330078125,1.3352620601654053,9.348397016525269,0.2850220203399658,6.052213907241821,0.9821460247039795,9.596631050109863,0.8414700031280518,93.7055971622467
Tmax300,\tau100,Min,0.04200887680053711,1.976444959640503,0.04340004920959473,116.30185103416443,0.13587498664855957,3.6264119148254395,0.0449831485748291,1.8260788917541504,0.06381392478942871,104.2813150882721,0.16533398628234863,125.47791290283203,0.08424997329711914,0.7209219932556152,0.12267804145812988,18.56205105781555,0.2875030040740967,10.72872281074524,0.05627894401550293,1.4264650344848633,0.1536109447479248,10.123802185058594,0.08191990852355957,10.069915056228638
Tmax300,\tau100,Avg,0.26,3.51,0.47,52.56,0.81,19.82,0.15,3.52,0.50,47.10,0.77,51.20,0.25,4.37,0.43,26.28,0.62,15.82,0.17,2.93,0.52,23.09,0.56,25.43
Tmax300,\tau100,StdDev,0.26,1.26,0.29,52.61,0.62,18.41,0.06,1.27,0.34,45.60,0.61,41.31,0.17,1.83,0.20,21.69,0.20,13.70,0.07,1.15,0.26,36.84,0.33,35.45
Tmax300,\tau100,Max,0.7877099514007568,6.298419952392578,0.9123110771179199,9.263062953948975,2.038918972015381,7.805007219314575,0.27249908447265625,6.288306951522827,1.1910359859466553,75.8121120929718,2.2461159229278564,94.70345401763916,0.7051210403442383,7.122600078582764,0.743941068649292,73.56394219398499,0.9432780742645264,8.270035982131958,0.2567119598388672,5.678380012512207,0.8539779186248779,8.707982063293457,1.1583549976348877,7.966607093811035
Tmax300,\tau125,Min,0.048681020736694336,1.7043871879577637,0.044740915298461914,137.53852701187134,0.20060396194458008,10.687603950500488,0.044573068618774414,2.142730951309204,0.07902288436889648,101.72057890892029,0.275068998336792,169.73578691482544,0.08108210563659668,1.8369407653808594,0.16817402839660645,11.651393175125122,0.2030172348022461,11.268566131591797,0.05963778495788574,1.3559379577636719,0.15916895866394043,10.950362920761108,0.12452983856201172,3.6373989582061768
Tmax300,\tau125,Avg,0.26,3.67,0.50,51.38,0.78,27.19,0.22,3.47,0.52,80.82,0.85,127.79,0.21,4.50,0.43,23.89,0.64,17.56,0.17,2.63,0.43,23.82,0.56,23.22
Tmax300,\tau125,StdDev,0.20,1.09,0.35,54.11,0.69,22.81,0.21,1.10,0.36,85.05,0.53,151.14,0.08,1.43,0.24,28.08,0.28,14.40,0.08,0.85,0.30,38.16,0.27,26.55
Tmax300,\tau125,Max,0.5655219554901123,5.468736171722412,1.0690028667449951,82.9936990737915,2.5364561080932617,64.82472896575928,0.7822110652923584,5.970238924026489,1.1713628768920898,7.827136039733887,1.9137709140777588,96.73451399803162,0.3462560176849365,6.759919881820679,0.929063081741333,99.62852120399475,1.2140560150146484,44.4417200088501,0.3135719299316406,4.203413009643555,0.9440031051635742,8.60126805305481,0.9441099166870117,9.147610902786255
Tmax300,\tau150,Min,0.03986096382141113,1.3367140293121338,0.04421806335449219,106.33760285377502,0.10539603233337402,10.189610958099365,0.057504892349243164,1.4766550064086914,0.07634592056274414,11.109155178070068,0.1878490447998047,151.24405908584595,0.08660006523132324,0.9557290077209473,0.13377594947814941,23.215609073638916,0.10007500648498535,10.507926940917969,0.05262017250061035,1.166175127029419,0.15655803680419922,11.61001992225647,0.2390141487121582,134.10313391685486
Tmax300,\tau150,Avg,0.22,3.92,0.50,46.90,0.71,37.12,0.19,3.25,0.59,42.74,0.70,139.08,0.27,4.33,0.45,23.20,0.57,33.42,0.18,2.82,0.41,21.30,0.61,48.26
Tmax300,\tau150,StdDev,0.17,1.54,0.29,45.88,0.47,36.17,0.16,1.53,0.36,38.40,0.38,170.67,0.22,1.80,0.23,19.50,0.25,35.22,0.08,1.30,0.24,25.02,0.35,67.52
Tmax300,\tau150,Max,0.544990062713623,5.793061971664429,0.9490721225738525,85.24956321716309,1.404615879058838,77.74229598045349,0.628122091293335,6.794347047805786,1.0520319938659668,78.4703848361969,1.3942182064056396,8.31497311592102,0.8658981323242188,7.333107948303223,0.9030919075012207,7.870167016983032,0.8535380363464355,9.925255060195923,0.35454678535461426,5.032831192016602,0.905087947845459,9.44391918182373,1.4692471027374268,94.36353516578674
