 , , ,F1D1T5,F1D1T10,F1D2T5,F1D2T10,F1D3T5,F1D3T10,F2D1T5,F2D1T10,F2D2T5,F2D2T10,F2D3T5,F2D3T10,F3D1T5,F3D1T10,F3D2T5,F3D2T10,F3D3T5,F3D3T10,F4D1T5,F4D1T10,F4D2T5,F4D2T10,F4D3T5,F4D3T10
Tmax50,\tau150,StdDev,0.00,0.10,0.00,0.00,0.00,0.01,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.00,0.01
Tmax50,\tau150,Max,0.011126041412353516,0.3529999256134033,0.0050699710845947266,0.011562108993530273,0.005075931549072266,0.03267979621887207,0.012379884719848633,0.19179487228393555,0.0048449039459228516,0.009924888610839844,0.006855010986328125,0.04793500900268555,0.010313034057617188,0.15702199935913086,0.004708051681518555,0.010263919830322266,0.005177021026611328,0.024454116821289062,0.008588075637817383,0.15088987350463867,0.004243135452270508,0.00888204574584961,0.005837917327880859,0.03172802925109863
Tmax75,\tau50,Min,0.0019741058349609375,0.005917072296142578,0.0018260478973388672,0.01028895378112793,0.004839897155761719,0.014703035354614258,0.002045869827270508,0.006185054779052734,0.001911163330078125,0.013138055801391602,0.004785060882568359,0.014994144439697266,0.001859903335571289,0.005045175552368164,0.0015971660614013672,0.0083160400390625,0.0040128231048583984,0.012681007385253906,0.0017719268798828125,0.005064964294433594,0.0018520355224609375,0.008970022201538086,0.004403829574584961,0.01020193099975586
Tmax75,\tau50,Avg,0.01,0.09,0.01,0.03,0.03,0.15,0.01,0.04,0.01,0.05,0.05,0.19,0.01,0.04,0.01,0.03,0.02,0.12,0.01,0.04,0.01,0.03,0.02,0.11
Tmax75,\tau50,StdDev,0.00,0.20,0.00,0.04,0.05,0.17,0.01,0.07,0.00,0.08,0.07,0.20,0.00,0.06,0.00,0.03,0.03,0.17,0.00,0.07,0.00,0.03,0.02,0.12
Tmax75,\tau50,Max,0.017750024795532227,0.6822049617767334,0.010512113571166992,0.13872814178466797,0.17414593696594238,0.5489377975463867,0.0195920467376709,0.2315990924835205,0.011166095733642578,0.2758328914642334,0.25176095962524414,0.6829221248626709,0.015856027603149414,0.21258783340454102,0.009733200073242188,0.09169697761535645,0.09542417526245117,0.6025149822235107,0.016033172607421875,0.26159191131591797,0.01038503646850586,0.08205604553222656,0.06967401504516602,0.4121718406677246
Tmax75,\tau75,Min,0.002034902572631836,0.005036830902099609,0.0018310546875,0.010605096817016602,0.004586935043334961,0.016803979873657227,0.0021049976348876953,0.00513911247253418,0.001970052719116211,0.013169050216674805,0.006998777389526367,0.017532825469970703,0.0019249916076660156,0.004354953765869141,0.0015888214111328125,0.008212089538574219,0.0037398338317871094,0.012679100036621094,0.0019440650939941406,0.004446983337402344,0.0018520355224609375,0.00921487808227539,0.004151105880737305,0.01413106918334961
Tmax75,\tau75,Avg,0.01,0.04,0.01,0.03,0.02,0.18,0.01,0.06,0.01,0.04,0.04,0.16,0.01,0.04,0.01,0.03,0.03,0.11,0.01,0.03,0.01,0.03,0.01,0.11
Tmax75,\tau75,StdDev,0.01,0.07,0.00,0.02,0.02,0.18,0.00,0.10,0.00,0.06,0.07,0.15,0.00,0.06,0.00,0.02,0.04,0.17,0.00,0.05,0.00,0.03,0.01,0.14
Tmax75,\tau75,Max,0.017173051834106445,0.24656915664672852,0.010118961334228516,0.08633685111999512,0.07211089134216309,0.5176630020141602,0.01661205291748047,0.32436513900756836,0.011176109313964844,0.23486781120300293,0.24449801445007324,0.4362790584564209,0.01541280746459961,0.21200084686279297,0.009118795394897461,0.07153797149658203,0.14329814910888672,0.6182498931884766,0.016224145889282227,0.19133996963500977,0.011118173599243164,0.09546113014221191,0.03948378562927246,0.5007729530334473
Tmax75,\tau100,Min,0.0018968582153320312,0.005103111267089844,0.0018930435180664062,0.010048151016235352,0.0037789344787597656,0.011744022369384766,0.0020639896392822266,0.005209922790527344,0.001909017562866211,0.01299905776977539,0.003971099853515625,0.012735128402709961,0.0019268989562988281,0.004332065582275391,0.0016009807586669922,0.00824117660522461,0.005379915237426758,0.010885953903198242,0.0019450187683105469,0.004476070404052734,0.0019488334655761719,0.008304834365844727,0.00478816032409668,0.009752035140991211
Tmax75,\tau100,Avg,0.01,0.06,0.01,0.04,0.01,0.13,0.01,0.06,0.01,0.04,0.01,0.17,0.01,0.04,0.01,0.03,0.01,0.09,0.01,0.03,0.01,0.03,0.01,0.10
Tmax75,\tau100,StdDev,0.01,0.13,0.00,0.05,0.00,0.16,0.01,0.11,0.00,0.06,0.01,0.24,0.00,0.06,0.00,0.02,0.00,0.13,0.00,0.06,0.00,0.03,0.00,0.16
Tmax75,\tau100,Max,0.018197059631347656,0.43961501121520996,0.010770797729492188,0.1723489761352539,0.017016172409057617,0.514070987701416,0.020967960357666016,0.37723493576049805,0.01124882698059082,0.20303916931152344,0.025140047073364258,0.6537659168243408,0.015575885772705078,0.22925400733947754,0.009803056716918945,0.07789492607116699,0.015475988388061523,0.4175419807434082,0.01604294776916504,0.19817709922790527,0.010303974151611328,0.08257699012756348,0.019756078720092773,0.5426478385925293
Tmax75,\tau125,Min,0.0020041465759277344,0.005110025405883789,0.0018270015716552734,0.00849294662475586,0.0031888484954833984,0.010067939758300781,0.0021359920501708984,0.0051310062408447266,0.0019099712371826172,0.010607004165649414,0.003303050994873047,0.011432886123657227,0.0019028186798095703,0.004291057586669922,0.0015919208526611328,0.006645917892456055,0.004403114318847656,0.009230852127075195,0.0019922256469726562,0.004418849945068359,0.0018639564514160156,0.007214069366455078,0.004086971282958984,0.008793115615844727
Tmax75,\tau125,Avg,0.01,0.04,0.01,0.03,0.01,0.08,0.01,0.06,0.01,0.03,0.01,0.07,0.01,0.04,0.01,0.02,0.01,0.11,0.01,0.04,0.01,0.04,0.01,0.07
Tmax75,\tau125,StdDev,0.01,0.07,0.00,0.04,0.00,0.12,0.01,0.12,0.00,0.03,0.00,0.09,0.00,0.06,0.00,0.02,0.00,0.14,0.00,0.08,0.00,0.05,0.00,0.11
Tmax75,\tau125,Max,0.017774105072021484,0.24538207054138184,0.011028051376342773,0.15038490295410156,0.015447139739990234,0.4021270275115967,0.019871950149536133,0.43276405334472656,0.011173009872436523,0.09727883338928223,0.01575613021850586,0.3020319938659668,0.014738082885742188,0.22198796272277832,0.010313987731933594,0.05673813819885254,0.011669158935546875,0.4480259418487549,0.016758203506469727,0.2763490676879883,0.010589122772216797,0.14576196670532227,0.011291027069091797,0.4038519859313965
Tmax75,\tau150,Min,0.0019490718841552734,0.0050771236419677734,0.0018210411071777344,0.008454084396362305,0.002771139144897461,0.010782003402709961,0.0019910335540771484,0.005368947982788086,0.0019030570983886719,0.010544061660766602,0.0026590824127197266,0.010277986526489258,0.0017991065979003906,0.004377126693725586,0.001634836196899414,0.006624937057495117,0.002490997314453125,0.010636091232299805,0.0019769668579101562,0.004494905471801758,0.0018429756164550781,0.007319927215576172,0.0026390552520751953,0.009821176528930664
Tmax75,\tau150,Avg,0.01,0.07,0.01,0.02,0.01,0.10,0.01,0.04,0.01,0.04,0.01,0.08,0.01,0.04,0.01,0.04,0.01,0.08,0.01,0.04,0.01,0.02,0.01,0.07
Tmax75,\tau150,StdDev,0.01,0.15,0.00,0.02,0.00,0.14,0.01,0.07,0.00,0.07,0.00,0.10,0.00,0.06,0.00,0.04,0.00,0.09,0.00,0.06,0.00,0.01,0.00,0.08
Tmax75,\tau150,Max,0.017331838607788086,0.49996399879455566,0.010594844818115234,0.08974504470825195,0.015506982803344727,0.49031901359558105,0.01935410499572754,0.2575550079345703,0.011120080947875977,0.23242402076721191,0.015867948532104492,0.30510687828063965,0.014786958694458008,0.22549200057983398,0.00983285903930664,0.11996197700500488,0.013664960861206055,0.3006629943847656,0.015769004821777344,0.2070310115814209,0.010431051254272461,0.04710102081298828,0.012236833572387695,0.2622709274291992
Tmax150,\tau50,Min,0.00804281234741211,0.15295004844665527,0.0074748992919921875,0.4620201587677002,0.039980173110961914,0.7336571216583252,0.010081052780151367,0.4276909828186035,0.009263992309570312,0.6733400821685791,0.04368400573730469,1.4080398082733154,0.007009029388427734,0.24582195281982422,0.008862972259521484,0.17504596710205078,0.03184390068054199,0.7955000400543213,0.007472991943359375,0.23842096328735352,0.00850987434387207,0.1592090129852295,0.03412008285522461,0.6314239501953125
Tmax150,\tau50,Avg,0.05,0.84,0.05,1.30,0.27,1.41,0.06,0.84,0.06,1.34,0.31,1.92,0.03,0.66,0.05,0.70,0.19,1.25,0.05,0.62,0.03,0.78,0.20,1.26
Tmax150,\tau50,StdDev,0.08,0.44,0.05,0.52,0.19,0.60,0.08,0.31,0.06,0.47,0.30,0.61,0.03,0.39,0.04,0.36,0.17,0.48,0.06,0.36,0.02,0.39,0.15,0.46
Tmax150,\tau50,Max,0.2885098457336426,1.7249829769134521,0.1747438907623291,2.1547210216522217,0.6143379211425781,2.9158530235290527,0.2937798500061035,1.437727928161621,0.22011518478393555,2.007766008377075,1.06638503074646,3.2113969326019287,0.09003496170043945,1.324906826019287,0.1381080150604248,1.423759937286377,0.48926210403442383,2.5082919597625732,0.2095320224761963,1.4741411209106445,0.06660699844360352,1.4251689910888672,0.4830961227416992,2.4933700561523438
Tmax150,\tau75,Min,0.007825851440429688,0.3126249313354492,0.007528066635131836,0.5532839298248291,0.04148101806640625,1.0051510334014893,0.010177850723266602,0.33647704124450684,0.009570121765136719,0.42806506156921387,0.044367074966430664,1.2193000316619873,0.006710052490234375,0.1575179100036621,0.008804082870483398,0.18134498596191406,0.03210306167602539,0.7663519382476807,0.007459878921508789,0.2639350891113281,0.008535146713256836,0.22264599800109863,0.033930063247680664,0.7672481536865234
Tmax150,\tau75,Avg,0.04,0.76,0.12,1.27,0.25,1.62,0.06,0.73,0.11,1.25,0.26,2.38,0.03,0.58,0.04,0.80,0.17,1.37,0.04,0.52,0.03,0.61,0.31,1.28
Tmax150,\tau75,StdDev,0.04,0.39,0.13,0.64,0.21,0.78,0.06,0.27,0.14,0.51,0.17,1.08,0.03,0.36,0.02,0.40,0.17,0.50,0.04,0.18,0.02,0.28,0.32,0.34
Tmax150,\tau75,Max,0.14472198486328125,1.702803134918213,0.4080688953399658,2.7490310668945312,0.5659170150756836,3.691291093826294,0.20183682441711426,1.2890949249267578,0.4175679683685303,2.301229953765869,0.5916409492492676,4.637440919876099,0.0809779167175293,1.2283999919891357,0.09435606002807617,1.5247020721435547,0.4845879077911377,2.6059770584106445,0.12904810905456543,0.8664729595184326,0.06747984886169434,1.2437140941619873,0.8190631866455078,2.037410020828247
Tmax150,\tau100,Min,0.008131027221679688,0.2897629737854004,0.008191108703613281,0.446958065032959,0.03980112075805664,1.2181000709533691,0.009886026382446289,0.5052618980407715,0.009196043014526367,0.4943962097167969,0.08137202262878418,1.4086949825286865,0.007303953170776367,0.14910197257995605,0.008852958679199219,0.18456101417541504,0.030614137649536133,0.7966320514678955,0.007565021514892578,0.33683109283447266,0.008564949035644531,0.2522928714752197,0.03603482246398926,1.0258591175079346
Tmax150,\tau100,Avg,0.05,0.72,0.06,1.32,0.23,1.83,0.05,0.86,0.05,1.32,0.31,2.35,0.03,0.50,0.04,0.74,0.17,1.24,0.06,0.62,0.03,0.76,0.25,1.34
Tmax150,\tau100,StdDev,0.06,0.37,0.05,0.45,0.15,0.64,0.04,0.36,0.04,0.53,0.19,0.60,0.02,0.29,0.03,0.34,0.10,0.39,0.08,0.24,0.02,0.28,0.17,0.35
Tmax150,\tau100,Max,0.23888182640075684,1.3279609680175781,0.1470320224761963,2.054208993911743,0.49579811096191406,3.0528500080108643,0.15875005722045898,1.6652860641479492,0.15326905250549316,2.501858949661255,0.7273540496826172,3.2741341590881348,0.07277297973632812,1.0814440250396729,0.10368514060974121,1.2295470237731934,0.3093070983886719,1.8500218391418457,0.2820241451263428,1.0118601322174072,0.06327295303344727,1.1350150108337402,0.5874419212341309,1.945389986038208
Tmax150,\tau125,Min,0.00810694694519043,0.1607668399810791,0.007771015167236328,0.3894469738006592,0.03959512710571289,0.6776928901672363,0.009962081909179688,0.45421409606933594,0.00931692123413086,0.5945208072662354,0.0572049617767334,0.9225709438323975,0.007227897644042969,0.19578909873962402,0.00875401496887207,0.13892698287963867,0.041033029556274414,0.46775102615356445,0.0075991153717041016,0.2956252098083496,0.0088958740234375,0.1300830841064453,0.027437925338745117,0.733626127243042
Tmax150,\tau125,Avg,0.04,0.74,0.06,1.03,0.21,1.69,0.09,0.87,0.07,1.38,0.26,1.95,0.03,0.50,0.05,0.64,0.10,1.23,0.06,0.49,0.04,0.57,0.18,1.24
Tmax150,\tau125,StdDev,0.03,0.39,0.06,0.40,0.15,0.83,0.11,0.31,0.08,0.98,0.19,0.87,0.02,0.29,0.05,0.41,0.09,0.49,0.08,0.16,0.02,0.30,0.14,0.37
Tmax150,\tau125,Max,0.13392901420593262,1.556175947189331,0.17620205879211426,1.7009689807891846,0.4942021369934082,3.3910582065582275,0.36214494705200195,1.501526117324829,0.2956230640411377,4.134130001068115,0.7173700332641602,4.292653799057007,0.07741403579711914,1.083387851715088,0.1842489242553711,1.2812237739562988,0.31157708168029785,2.1421761512756348,0.2665410041809082,0.7296030521392822,0.09784197807312012,1.065107822418213,0.5239379405975342,1.8655989170074463
Tmax150,\tau150,Min,0.007097005844116211,0.23588991165161133,0.007440090179443359,0.45307087898254395,0.0369260311126709,0.9569048881530762,0.010074853897094727,0.23438596725463867,0.00919795036315918,0.40177011489868164,0.038684844970703125,0.8395340442657471,0.00733494758605957,0.23925995826721191,0.008775949478149414,0.1499180793762207,0.029198884963989258,0.8035399913787842,0.007458925247192383,0.30616116523742676,0.008502960205078125,0.15958595275878906,0.025907039642333984,0.5630249977111816
Tmax150,\tau150,Avg,0.04,0.76,0.07,1.26,0.23,1.53,0.06,0.76,0.07,1.20,0.21,1.72,0.04,0.65,0.03,0.65,0.15,1.35,0.06,0.57,0.05,0.61,0.10,1.13
Tmax150,\tau150,StdDev,0.02,0.34,0.07,0.53,0.18,0.44,0.08,0.40,0.08,0.54,0.16,0.80,0.02,0.36,0.02,0.45,0.18,0.46,0.09,0.24,0.05,0.21,0.09,0.52
Tmax150,\tau150,Max,0.0925440788269043,1.3256170749664307,0.21731805801391602,2.0618789196014404,0.52059006690979,2.245764970779419,0.28287696838378906,1.4336190223693848,0.3007700443267822,2.075457811355591,0.5253770351409912,3.210451126098633,0.08063197135925293,1.4041619300842285,0.0760500431060791,1.4743552207946777,0.60732102394104,2.3049728870391846,0.3000340461730957,1.0905990600585938,0.14600801467895508,0.8936178684234619,0.28839993476867676,2.3191239833831787
Tmax300,\tau50,Min,0.024325132369995117,0.8226578235626221,0.022480010986328125,1.6578199863433838,0.04673004150390625,0.8222911357879639,0.0249330997467041,0.5591940879821777,0.05082988739013672,1.5931100845336914,0.06291007995605469,1.2832050323486328,0.029507875442504883,0.3434438705444336,0.031105995178222656,0.8120598793029785,0.05276894569396973,0.6217060089111328,0.03126692771911621,0.6339871883392334,0.07052779197692871,1.4173262119293213,0.05987405776977539,1.0146090984344482
Tmax300,\tau50,Avg,0.10,1.73,0.33,8.09,0.36,2.88,0.10,1.52,0.35,8.34,0.35,4.89,0.08,1.47,0.20,3.49,0.25,3.58,0.09,1.53,0.23,3.25,0.33,2.92
Tmax300,\tau50,StdDev,0.12,0.80,0.21,7.73,0.28,1.43,0.11,0.74,0.26,5.41,0.31,4.14,0.05,0.74,0.11,2.88,0.17,3.53,0.05,0.75,0.13,2.02,0.24,1.97
Tmax300,\tau50,Max,0.44783592224121094,3.3789641857147217,0.7265059947967529,8.592650175094604,0.7255280017852783,5.678812026977539,0.4004781246185303,2.922516107559204,0.8347189426422119,7.338208913803101,1.0529448986053467,5.20933198928833,0.19614100456237793,2.844449043273926,0.3453500270843506,6.009114027023315,0.5964369773864746,5.129014015197754,0.1742098331451416,3.019261121749878,0.4620199203491211,7.886624813079834,0.8141651153564453,6.575078964233398
Tmax300,\tau75,Min,0.02483820915222168,0.9102120399475098,0.02225494384765625,1.7220368385314941,0.04593515396118164,1.449596881866455,0.02511906623840332,0.42662692070007324,0.03559994697570801,1.5708949565887451,0.04405689239501953,1.4896540641784668,0.029713153839111328,0.16312193870544434,0.05681204795837402,0.9868841171264648,0.047514915466308594,1.451880931854248,0.032362937927246094,0.3592641353607178,0.024258136749267578,0.8878300189971924,0.035516977310180664,0.9674661159515381
Tmax300,\tau75,Avg,0.14,1.70,0.28,6.71,0.39,4.23,0.10,1.35,0.27,11.01,0.43,3.86,0.08,1.48,0.20,3.92,0.28,2.71,0.08,1.55,0.21,3.69,0.30,2.61
Tmax300,\tau75,StdDev,0.13,0.77,0.17,5.37,0.37,4.03,0.09,0.75,0.17,8.95,0.33,2.14,0.04,0.90,0.13,3.50,0.21,1.04,0.04,1.12,0.12,2.95,0.25,1.51
Tmax300,\tau75,Max,0.4186370372772217,2.9986400604248047,0.5114800930023193,8.292387962341309,1.2572808265686035,7.453291177749634,0.33916282653808594,2.6223700046539307,0.5315079689025879,4.077084064483643,1.134260892868042,7.99336314201355,0.1570730209350586,2.9314658641815186,0.4375760555267334,6.1101038455963135,0.7828130722045898,4.82262110710144,0.1516590118408203,3.802525043487549,0.42973804473876953,6.251375913619995,0.9151360988616943,5.748044967651367
Tmax300,\tau100,Min,0.024010896682739258,0.47144603729248047,0.023005962371826172,0.8848040103912354,0.08030509948730469,1.5555620193481445,0.024646997451782227,0.5937418937683105,0.06501007080078125,1.645151138305664,0.18136096000671387,1.6915748119354248,0.03777003288269043,0.3161280155181885,0.031919002532958984,1.3798189163208008,0.04700112342834473,1.0073649883270264,0.0296480655670166,0.4782710075378418,0.025068998336791992,0.8989048004150391,0.07908201217651367,0.9090969562530518
Tmax300,\tau100,Avg,0.15,1.56,0.33,6.30,0.32,3.60,0.08,1.78,0.27,9.87,0.42,8.25,0.08,1.34,0.18,3.68,0.30,2.86,0.10,1.23,0.24,3.12,0.29,3.57
Tmax300,\tau100,StdDev,0.15,0.77,0.23,6.96,0.22,1.66,0.07,1.07,0.15,10.57,0.24,7.04,0.05,0.69,0.11,2.15,0.17,1.06,0.06,0.76,0.13,2.23,0.16,2.17
Tmax300,\tau100,Max,0.4467740058898926,3.185088872909546,0.7359108924865723,5.779624938964844,0.6815798282623291,6.707637071609497,0.2655448913574219,4.282884120941162,0.5657918453216553,9.904324054718018,0.9812359809875488,8.598232984542847,0.21477985382080078,2.552029848098755,0.3792121410369873,8.274773836135864,0.5864608287811279,4.980812072753906,0.22476601600646973,2.748728036880493,0.42362093925476074,7.729640007019043,0.656365156173706,7.926581859588623
Tmax300,\tau125,Min,0.023604869842529297,0.6002330780029297,0.024281978607177734,0.9696199893951416,0.08289504051208496,1.8050799369812012,0.023411989212036133,0.49980878829956055,0.0822291374206543,1.811363935470581,0.08372998237609863,14.793979167938232,0.0386509895324707,0.46021199226379395,0.0337529182434082,0.7112479209899902,0.07912898063659668,0.8033890724182129,0.02827906608581543,0.34083104133605957,0.09987092018127441,0.8740589618682861,0.07144379615783691,1.040781021118164
Tmax300,\tau125,Avg,0.10,1.61,0.25,6.82,0.38,4.53,0.11,1.51,0.33,11.98,0.43,7.70,0.10,1.38,0.19,3.47,0.32,3.28,0.10,1.35,0.27,3.68,0.28,3.64
Tmax300,\tau125,StdDev,0.09,0.72,0.16,5.08,0.26,2.40,0.10,1.03,0.19,10.49,0.31,6.43,0.08,0.75,0.12,3.67,0.15,1.68,0.05,0.67,0.12,3.02,0.17,2.65
Tmax300,\tau125,Max,0.35533809661865234,2.685364007949829,0.526432991027832,7.2411789894104,0.9451818466186523,8.508852005004883,0.30840206146240234,3.849202871322632,0.7166109085083008,9.329066038131714,0.8836898803710938,5.752557992935181,0.32676005363464355,3.0498878955841064,0.3776969909667969,4.301419019699097,0.5619001388549805,6.552859783172607,0.1818678379058838,2.4071569442749023,0.4736208915710449,6.422806978225708,0.6632001399993896,8.836971044540405
Tmax300,\tau150,Min,0.025101900100708008,0.5812299251556396,0.0450131893157959,1.3062479496002197,0.062330007553100586,1.641193151473999,0.022423982620239258,0.5678138732910156,0.043141841888427734,1.1291608810424805,0.09640789031982422,1.4765889644622803,0.036746978759765625,0.6620659828186035,0.05497407913208008,0.9902310371398926,0.045629024505615234,0.8206498622894287,0.0307309627532959,0.14014101028442383,0.05836200714111328,0.8323371410369873,0.06544113159179688,1.520258903503418
Tmax300,\tau150,Avg,0.14,1.60,0.27,4.91,0.34,6.63,0.09,1.52,0.27,9.08,0.39,16.46,0.08,1.45,0.20,2.70,0.26,3.74,0.10,1.32,0.23,3.99,0.30,6.91
Tmax300,\tau150,StdDev,0.18,0.76,0.17,3.43,0.20,6.95,0.10,0.89,0.18,9.74,0.27,24.04,0.05,0.82,0.10,1.52,0.15,2.13,0.07,0.75,0.14,2.95,0.20,7.88
